,close,standard,minmax,standard->minmax,minmax->standard
1593561600000,9.974,-1.0569898350511386,0.015184860830826631,0.01518486083082668,-1.0569898350511395
1593565200000,9.976,-1.0568929352944614,0.015200091383314941,0.015200091383314934,-1.0568929352944618
1593568800000,9.993,-1.0560692873627031,0.01532955107946541,0.015329551079465431,-1.0560692873627038
1593572400000,9.966,-1.0573774340778483,0.01512393862087346,0.015123938620873495,-1.0573774340778492
1593576000000,10.019,-1.0548095905258967,0.015527548261813191,0.015527548261813184,-1.0548095905258974
1593579600000,10.019,-1.0548095905258967,0.015527548261813191,0.015527548261813184,-1.0548095905258974
1593583200000,9.998,-1.0558270379710097,0.01536762746068613,0.015367627460686123,-1.0558270379710104
1593586800000,10.01,-1.055245639430945,0.01545901077561588,0.0154590107756159,-1.0552456394309457
1593590400000,10.04,-1.0537921430807837,0.015687469062940253,0.015687469062940246,-1.0537921430807844
1593594000000,10.039,-1.0538405929591221,0.01567985378669611,0.015679853786696146,-1.0538405929591228
1593597600000,10.053,-1.0531622946623802,0.015786467654114157,0.015786467654114178,-1.0531622946623809
1593601200000,10.053,-1.0531622946623802,0.015786467654114157,0.015786467654114178,-1.0531622946623809
1593604800000,10.01,-1.055245639430945,0.01545901077561588,0.0154590107756159,-1.0552456394309457
1593608400000,10.103,-1.0507398007454445,0.016167231466321437,0.016167231466321458,-1.0507398007454452
1593612000000,10.125,-1.0496739034219928,0.01633476754369264,0.016334767543692674,-1.0496739034219935
1593615600000,10.234,-1.0443928666830729,0.01716483265430454,0.017164832654304574,-1.0443928666830735
1593619200000,10.247,-1.0437630182646696,0.01726383124547843,0.01726383124547845,-1.0437630182646702
1593622800000,10.215,-1.0453134143715086,0.01702014240566576,0.017020142405665767,-1.045313414371509
1593626400000,10.2,-1.0460401625465892,0.016905913262003573,0.016905913262003608,-1.0460401625465898
1593630000000,10.1,-1.0508851503804606,0.016144385637589,0.016144385637589048,-1.0508851503804615
1593633600000,10.138,-1.0490440550035895,0.016433766134866544,0.01643376613486655,-1.0490440550035902
1593637200000,10.2,-1.0460401625465892,0.016905913262003573,0.016905913262003608,-1.0460401625465898
1593640800000,10.119,-1.049964602692025,0.016289075886227765,0.0162890758862278,-1.0499646026920257
1593644400000,10.119,-1.049964602692025,0.016289075886227765,0.0162890758862278,-1.0499646026920257
1593648000000,10.163,-1.0478328080451216,0.016624148040970184,0.016624148040970205,-1.0478328080451225
1593651600000,10.248,-1.0437145683863311,0.01727144652172257,0.01727144652172255,-1.0437145683863316
1593655200000,10.266,-1.0428424705762342,0.017408521494117195,0.017408521494117174,-1.0428424705762347
1593658800000,10.278,-1.0422610720361696,0.017499904809046944,0.01749990480904695,-1.04226107203617
1593662400000,10.197,-1.0461855121816055,0.016883067433271136,0.016883067433271143,-1.046185512181606
1593666000000,10.111,-1.0503522017187348,0.016228153676274608,0.016228153676274643,-1.0503522017187354
1593669600000,10.086,-1.0515634486772028,0.016037771770170968,0.01603777177017096,-1.0515634486772034
1593673200000,10.081,-1.0518056980688963,0.015999695388950234,0.01599969538895024,-1.0518056980688968
1593676800000,10.114,-1.0502068520837187,0.016250999505007045,0.016250999505007052,-1.0502068520837193
1593680400000,10.105,-1.050642900988767,0.016182462018809733,0.016182462018809768,-1.0506429009887677
